ensembl_gene_id	NC1	NC2	NORAD.kd	external_gene_name	gene_biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000174010	15	14	35	KLHL15	protein_coding	1.3	4.4	8.7	0.0032	0.019
ENSG00000176101	10	12	28	SSNA1	protein_coding	1.3	4.1	8.6	0.0033	0.019
ENSG00000196152	17	26	7.8	ZNF79	protein_coding	-1.5	4.1	8.6	0.0033	0.019
ENSG00000197756	2900	2100	860	RPL37A	protein_coding	-1.5	11	8.7	0.0032	0.019
ENSG00000205726	76	110	39	ITSN1	protein_coding	-1.3	6.2	8.6	0.0033	0.019
ENSG00000256151	13	21	5.9	ADGRD1-AS1	lincRNA	-1.5	3.7	8.6	0.0033	0.019
ENSG00000005700	33	36	76	IBTK	protein_coding	1.2	5.6	8.6	0.0033	0.02
ENSG00000073169	4.3	4.8	14	SELENOO	protein_coding	1.6	3	8.6	0.0033	0.02
ENSG00000074657	100	160	52	ZNF532	protein_coding	-1.3	6.7	8.5	0.0035	0.02
ENSG00000084676	31	47	15	NCOA1	protein_coding	-1.3	5	8.6	0.0034	0.02
ENSG00000101079	85	100	38	NDRG3	protein_coding	-1.3	6.2	8.5	0.0035	0.02
ENSG00000106344	300	330	120	RBM28	protein_coding	-1.4	8	8.6	0.0034	0.02
ENSG00000111642	1000	1300	420	CHD4	protein_coding	-1.5	9.9	8.6	0.0033	0.02
ENSG00000113658	40	38	86	SMAD5	protein_coding	1.1	5.8	8.6	0.0035	0.02
ENSG00000114062	79	78	180	UBE3A	protein_coding	1.2	6.8	8.6	0.0034	0.02
ENSG00000117862	140	95	47	TXNDC12	protein_coding	-1.3	6.5	8.6	0.0034	0.02
ENSG00000118194	5.3	9.5	2	TNNT2	protein_coding	-1.9	2.5	8.5	0.0035	0.02
ENSG00000125977	310	360	130	EIF2S2	protein_coding	-1.4	8	8.6	0.0034	0.02
ENSG00000132002	92	89	38	DNAJB1	protein_coding	-1.3	6.2	8.6	0.0035	0.02
ENSG00000132128	29	27	64	LRRC41	protein_coding	1.2	5.3	8.6	0.0034	0.02
ENSG00000133103	5.3	1.9	12	COG6	protein_coding	1.6	2.7	8.6	0.0035	0.02
ENSG00000135372	130	150	56	NAT10	protein_coding	-1.3	6.8	8.5	0.0035	0.02
ENSG00000137185	32	45	15	ZSCAN9	protein_coding	-1.3	4.9	8.6	0.0034	0.02
ENSG00000143919	31	20	9.6	CAMKMT	protein_coding	-1.4	4.3	8.5	0.0035	0.02
ENSG00000144821	8.2	17	4.1	MYH15	protein_coding	-1.7	3.3	8.5	0.0035	0.02
ENSG00000145241	12	9.3	27	CENPC	protein_coding	1.3	4	8.5	0.0035	0.02
ENSG00000153046	46	76	25	CDYL	protein_coding	-1.3	5.6	8.6	0.0033	0.02
ENSG00000159640	24	28	60	ACE	protein_coding	1.2	5.2	8.5	0.0035	0.02
ENSG00000160191	27	31	11	PDE9A	protein_coding	-1.4	4.5	8.5	0.0035	0.02
ENSG00000163918	26	42	76	RFC4	protein_coding	1.2	5.6	8.6	0.0034	0.02
ENSG00000164134	82	66	170	NAA15	protein_coding	1.2	6.7	8.6	0.0035	0.02
ENSG00000165655	7.6	5.3	18	ZNF503	protein_coding	1.5	3.4	8.6	0.0034	0.02
ENSG00000168259	350	360	130	DNAJC7	protein_coding	-1.4	8.1	8.6	0.0034	0.02
ENSG00000171729	40	69	22	TMEM51	protein_coding	-1.3	5.5	8.6	0.0034	0.02
ENSG00000175387	30	16	54	SMAD2	protein_coding	1.2	5.1	8.5	0.0035	0.02
ENSG00000176386	24	11	6.3	CDC26	protein_coding	-1.5	3.8	8.5	0.0035	0.02
ENSG00000176490	12	14	32	DIRAS1	protein_coding	1.3	4.3	8.5	0.0035	0.02
ENSG00000183808	27	26	61	RBM12B	protein_coding	1.2	5.2	8.6	0.0033	0.02
ENSG00000204815	18	10	4.6	TTC25	protein_coding	-1.6	3.5	8.5	0.0035	0.02
ENSG00000270816	46	63	22	LINC00221	lincRNA	-1.3	5.5	8.5	0.0035	0.02
ENSG00000008083	78	120	40	JARID2	protein_coding	-1.3	6.3	8.5	0.0036	0.021
ENSG00000066697	52	73	26	MSANTD3	protein_coding	-1.2	5.7	8.4	0.0038	0.021
ENSG00000088179	8.4	4.6	18	PTPN4	protein_coding	1.4	3.4	8.5	0.0036	0.021
ENSG00000089248	230	270	97	ERP29	protein_coding	-1.4	7.6	8.4	0.0037	0.021
ENSG00000100889	28	31	66	PCK2	protein_coding	1.2	5.4	8.5	0.0036	0.021
ENSG00000112200	25	21	53	ZNF451	protein_coding	1.2	5	8.5	0.0036	0.021
ENSG00000125354	350	380	140	SEPT6	protein_coding	-1.4	8.2	8.5	0.0036	0.021
ENSG00000127774	31	35	13	EMC6	protein_coding	-1.4	4.7	8.4	0.0038	0.021
ENSG00000129173	19	29	8.9	E2F8	protein_coding	-1.4	4.2	8.5	0.0036	0.021
ENSG00000131389	70	130	40	SLC6A6	protein_coding	-1.3	6.3	8.4	0.0037	0.021
ENSG00000133808	4.8	12	2.2	MICALCL	protein_coding	-1.9	2.6	8.4	0.0038	0.021
ENSG00000134684	230	390	120	YARS	protein_coding	-1.4	8	8.5	0.0036	0.021
ENSG00000136861	150	240	77	CDK5RAP2	protein_coding	-1.4	7.3	8.4	0.0038	0.021
ENSG00000145439	13	19	38	CBR4	protein_coding	1.2	4.6	8.4	0.0037	0.021
ENSG00000152683	17	22	45	SLC30A6	protein_coding	1.2	4.8	8.4	0.0038	0.021
ENSG00000153201	68	39	120	RANBP2	protein_coding	1.2	6.2	8.5	0.0036	0.021
ENSG00000158042	51	68	25	MRPL17	protein_coding	-1.3	5.6	8.4	0.0038	0.021
ENSG00000163376	5.4	5.7	16	KBTBD8	protein_coding	1.5	3.2	8.5	0.0036	0.021
ENSG00000175193	35	23	65	PARL	protein_coding	1.2	5.4	8.4	0.0037	0.021
ENSG00000181544	2	2.7	7.7	FANCB	protein_coding	1.7	2.1	8.5	0.0036	0.021
ENSG00000183337	200	280	92	BCOR	protein_coding	-1.4	7.6	8.5	0.0036	0.021
ENSG00000197498	120	100	45	RPF2	protein_coding	-1.3	6.5	8.4	0.0037	0.021
ENSG00000198093	27	49	15	ZNF649	protein_coding	-1.3	4.9	8.4	0.0037	0.021
ENSG00000205208	16	18	41	C4orf46	protein_coding	1.2	4.7	8.5	0.0036	0.021
ENSG00000241990	9.4	11	3	PRR34-AS1	antisense_RNA	-1.8	3	8.5	0.0036	0.021
ENSG00000247626	20	10	36	MARS2	protein_coding	1.3	4.5	8.5	0.0036	0.021
ENSG00000249550	46	39	17	LINC01234	lincRNA	-1.3	5.1	8.5	0.0036	0.021
ENSG00000273559	58	67	26	CWC25	protein_coding	-1.2	5.7	8.4	0.0037	0.021
ENSG00000065135	110	93	230	GNAI3	protein_coding	1.2	7.2	8.3	0.004	0.022
ENSG00000071894	11	14	30	CPSF1	protein_coding	1.3	4.2	8.3	0.0039	0.022
ENSG00000073008	77	120	41	PVR	protein_coding	-1.3	6.3	8.3	0.0039	0.022
ENSG00000105698	130	140	54	USF2	protein_coding	-1.3	6.8	8.3	0.0039	0.022
ENSG00000128694	12	6.6	24	OSGEPL1	protein_coding	1.3	3.8	8.3	0.0039	0.022
ENSG00000132604	81	90	36	TERF2	protein_coding	-1.3	6.1	8.4	0.0038	0.022
ENSG00000137692	31	33	72	DCUN1D5	protein_coding	1.1	5.5	8.3	0.0039	0.022
ENSG00000138036	6	5	15	DYNC2LI1	protein_coding	1.5	3.2	8.3	0.004	0.022
ENSG00000142864	1600	1400	530	SERBP1	protein_coding	-1.5	10	8.3	0.0039	0.022
ENSG00000164169	4.9	4.6	14	PRMT9	protein_coding	1.5	3	8.3	0.0039	0.022
ENSG00000167244	1100	960	380	IGF2	protein_coding	-1.5	9.7	8.3	0.0039	0.022
ENSG00000197563	3.1	3.4	10	PIGN	protein_coding	1.7	2.5	8.4	0.0038	0.022
ENSG00000203666	25	32	11	EFCAB2	protein_coding	-1.4	4.5	8.3	0.004	0.022
ENSG00000253797	36	61	20	UTP14C	protein_coding	-1.3	5.3	8.3	0.0039	0.022
ENSG00000012174	25	25	57	MBTPS2	protein_coding	1.2	5.2	8.2	0.0042	0.023
ENSG00000018610	66	63	27	CXorf56	protein_coding	-1.2	5.7	8.3	0.004	0.023
ENSG00000064393	54	75	28	HIPK2	protein_coding	-1.2	5.7	8.2	0.0041	0.023
ENSG00000087253	43	26	76	LPCAT2	protein_coding	1.1	5.6	8.3	0.004	0.023
ENSG00000091986	19	18	6.9	CCDC80	protein_coding	-1.5	3.9	8.2	0.0041	0.023
ENSG00000099219	5.8	3	13	ERMP1	protein_coding	1.6	2.9	8.2	0.0041	0.023
ENSG00000101255	5.6	4.3	14	TRIB3	protein_coding	1.5	3	8.3	0.0041	0.023
ENSG00000110063	16	26	7.8	DCPS	protein_coding	-1.4	4.1	8.3	0.004	0.023
ENSG00000115963	34	26	66	RND3	protein_coding	1.2	5.4	8.3	0.004	0.023
ENSG00000116406	47	50	110	EDEM3	protein_coding	1.1	6.1	8.2	0.0041	0.023
ENSG00000130779	59	75	29	CLIP1	protein_coding	-1.2	5.8	8.3	0.004	0.023
ENSG00000130811	190	290	94	EIF3G	protein_coding	-1.4	7.6	8.3	0.004	0.023
ENSG00000134504	31	39	14	KCTD1	protein_coding	-1.3	4.8	8.3	0.0041	0.023
ENSG00000141446	7.8	6.5	19	ESCO1	protein_coding	1.4	3.5	8.3	0.0041	0.023
ENSG00000144713	950	820	330	RPL32	protein_coding	-1.4	9.4	8.2	0.0042	0.023
ENSG00000152193	10	7.1	22	RNF219	protein_coding	1.3	3.7	8.2	0.0042	0.023
ENSG00000155660	250	380	120	PDIA4	protein_coding	-1.4	8	8.2	0.0042	0.023
ENSG00000166503	340	270	120	HDGFL3	protein_coding	-1.4	7.9	8.3	0.004	0.023
ENSG00000173041	8.8	6.4	20	ZNF680	protein_coding	1.4	3.6	8.3	0.0041	0.023
ENSG00000181450	6.9	11	23	ZNF678	protein_coding	1.3	3.8	8.3	0.004	0.023
ENSG00000186767	13	17	35	SPIN4	protein_coding	1.2	4.4	8.2	0.0042	0.023
ENSG00000204178	94	100	41	TMEM57	protein_coding	-1.3	6.3	8.2	0.0042	0.023
ENSG00000006634	15	22	42	DBF4	protein_coding	1.2	4.7	8.2	0.0043	0.024
ENSG00000023191	10	9.3	24	RNH1	protein_coding	1.3	3.9	8.2	0.0043	0.024
ENSG00000064042	300	540	160	LIMCH1	protein_coding	-1.4	8.4	8.2	0.0043	0.024
ENSG00000076356	60	190	52	PLXNA2	protein_coding	-1.3	6.7	8.1	0.0044	0.024
ENSG00000102805	3.5	1.7	8.5	CLN5	protein_coding	1.7	2.3	8.2	0.0043	0.024
ENSG00000113384	31	27	64	GOLPH3	protein_coding	1.1	5.4	8.1	0.0045	0.024
ENSG00000124177	150	210	71	CHD6	protein_coding	-1.3	7.2	8.1	0.0044	0.024
ENSG00000131591	4.1	6.3	15	C1orf159	protein_coding	1.5	3.1	8.2	0.0043	0.024
ENSG00000133422	120	200	65	MORC2	protein_coding	-1.3	7	8.1	0.0044	0.024
ENSG00000137343	23	21	8.4	ATAT1	protein_coding	-1.4	4.1	8.1	0.0045	0.024
ENSG00000144228	6.7	6.1	17	SPOPL	protein_coding	1.4	3.3	8.1	0.0043	0.024
ENSG00000149292	40	37	16	TTC12	protein_coding	-1.3	4.9	8.2	0.0042	0.024
ENSG00000152778	26	18	50	IFIT5	protein_coding	1.2	5	8.1	0.0044	0.024
ENSG00000156515	360	530	170	HK1	protein_coding	-1.4	8.5	8.1	0.0043	0.024
ENSG00000157216	140	190	66	SSBP3	protein_coding	-1.3	7.1	8.2	0.0043	0.024
ENSG00000159459	34	26	66	UBR1	protein_coding	1.1	5.4	8.1	0.0044	0.024
ENSG00000163466	520	520	200	ARPC2	protein_coding	-1.4	8.7	8.1	0.0044	0.024
ENSG00000163584	13	9.1	27	RPL22L1	protein_coding	1.3	4.1	8.2	0.0043	0.024
ENSG00000164654	32	25	63	MIOS	protein_coding	1.2	5.3	8.1	0.0044	0.024
ENSG00000166562	53	56	23	SEC11C	protein_coding	-1.2	5.5	8.2	0.0043	0.024
ENSG00000170860	150	64	44	LSM3	protein_coding	-1.3	6.4	8.1	0.0044	0.024
ENSG00000171793	230	380	120	CTPS1	protein_coding	-1.4	7.9	8.1	0.0044	0.024
ENSG00000174485	18	15	39	DENND4A	protein_coding	1.2	4.6	8.2	0.0042	0.024
ENSG00000180660	260	290	110	MAB21L1	protein_coding	-1.3	7.8	8.1	0.0044	0.024
ENSG00000183763	11	30	7.5	TRAIP	protein_coding	-1.4	4	8.1	0.0045	0.024
ENSG00000183864	42	55	20	TOB2	protein_coding	-1.3	5.3	8.1	0.0043	0.024
ENSG00000198355	18	9.9	33	PIM3	protein_coding	1.2	4.3	8.1	0.0044	0.024
ENSG00000203867	83	130	44	RBM20	protein_coding	-1.3	6.4	8.1	0.0044	0.024
ENSG00000221988	43	27	14	PPT2	protein_coding	-1.3	4.8	8.1	0.0044	0.024
ENSG00000035687	52	60	120	ADSS	protein_coding	1.1	6.3	8	0.0046	0.025
ENSG00000066777	36	29	72	ARFGEF1	protein_coding	1.1	5.5	8	0.0046	0.025
ENSG00000079459	210	300	100	FDFT1	protein_coding	-1.3	7.7	8.1	0.0045	0.025
ENSG00000096384	6900	6600	2400	HSP90AB1	protein_coding	-1.5	12	8	0.0046	0.025
ENSG00000100097	88	72	180	LGALS1	protein_coding	1.2	6.8	8	0.0047	0.025
ENSG00000104093	86	59	160	DMXL2	protein_coding	1.2	6.7	8	0.0046	0.025
ENSG00000111653	39	30	14	ING4	protein_coding	-1.3	4.8	8.1	0.0045	0.025
ENSG00000120727	62	41	110	PAIP2	protein_coding	1.1	6.2	8	0.0047	0.025
ENSG00000121644	57	41	110	DESI2	protein_coding	1.1	6.1	8	0.0047	0.025
ENSG00000123144	230	210	87	TRIR	protein_coding	-1.3	7.4	8	0.0046	0.025
ENSG00000123219	18	23	46	CENPK	protein_coding	1.2	4.9	8	0.0047	0.025
ENSG00000131408	6.1	6.7	17	NR1H2	protein_coding	1.4	3.3	8.1	0.0045	0.025
ENSG00000136104	7.3	9.7	21	RNASEH2B	protein_coding	1.3	3.7	8.1	0.0045	0.025
ENSG00000137312	140	200	69	FLOT1	protein_coding	-1.3	7.1	8.1	0.0045	0.025
ENSG00000137804	440	470	180	NUSAP1	protein_coding	-1.4	8.5	8	0.0047	0.025
ENSG00000138821	4.3	4.6	13	SLC39A8	protein_coding	1.5	2.9	8	0.0046	0.025
ENSG00000146707	11	7.7	2.7	POMZP3	protein_coding	-1.8	2.8	8.1	0.0045	0.025
ENSG00000147099	47	57	22	HDAC8	protein_coding	-1.2	5.4	8	0.0046	0.025
ENSG00000154727	19	15	40	GABPA	protein_coding	1.2	4.7	8	0.0047	0.025
ENSG00000156017	9.8	6.8	21	CARNMT1	protein_coding	1.3	3.7	8	0.0046	0.025
ENSG00000162585	12	10	27	FAAP20	protein_coding	1.3	4	8	0.0046	0.025
ENSG00000168003	36	40	82	SLC3A2	protein_coding	1.1	5.7	8	0.0047	0.025
ENSG00000168476	11	10	26	REEP4	protein_coding	1.3	4	8	0.0046	0.025
ENSG00000170270	6.5	7	18	GON7	protein_coding	1.4	3.4	8	0.0046	0.025
ENSG00000171813	4.9	4.1	13	PWWP2B	protein_coding	1.5	2.9	8.1	0.0045	0.025
ENSG00000175110	110	110	46	MRPS22	protein_coding	-1.3	6.5	8	0.0046	0.025
ENSG00000188486	45	42	95	H2AFX	protein_coding	1.1	5.9	8	0.0046	0.025
ENSG00000196378	5.3	9.9	2.1	ZNF34	protein_coding	-1.8	2.5	8.1	0.0045	0.025
ENSG00000214114	6.7	5.4	16	MYCBP	protein_coding	1.4	3.3	8	0.0047	0.025
ENSG00000215146	8.4	6.7	19	BX322639.1	transcribed_unprocessed_pseudogene	1.4	3.5	8.1	0.0045	0.025
ENSG00000260244	12	7.3	24	AC104083.1	sense_overlapping	1.3	3.9	8	0.0046	0.025
ENSG00000273297	8.3	10	2.7	AC009275.1	lincRNA	-1.8	2.8	8	0.0047	0.025
ENSG00000084733	110	60	200	RAB10	protein_coding	1.2	6.9	7.9	0.005	0.026
ENSG00000086061	750	820	300	DNAJA1	protein_coding	-1.4	9.3	7.9	0.0048	0.026
ENSG00000094804	280	400	130	CDC6	protein_coding	-1.3	8.1	7.9	0.0049	0.026
ENSG00000111731	37	36	78	C2CD5	protein_coding	1.1	5.7	7.9	0.005	0.026
ENSG00000122786	360	470	160	CALD1	protein_coding	-1.4	8.4	7.9	0.0048	0.026
ENSG00000126461	18	22	46	SCAF1	protein_coding	1.2	4.8	7.9	0.0049	0.026
ENSG00000129636	17	25	47	ITFG1	protein_coding	1.2	4.9	7.9	0.0048	0.026
ENSG00000143514	170	200	75	TP53BP2	protein_coding	-1.3	7.2	7.9	0.0049	0.026
ENSG00000144395	41	48	19	CCDC150	protein_coding	-1.3	5.2	7.9	0.0049	0.026
ENSG00000147874	24	26	56	HAUS6	protein_coding	1.2	5.2	7.9	0.0048	0.026
ENSG00000163507	27	38	71	CIP2A	protein_coding	1.1	5.5	7.9	0.005	0.026
ENSG00000164930	14	12	31	FZD6	protein_coding	1.2	4.2	7.9	0.0048	0.026
ENSG00000170382	11	5.7	21	LRRN2	protein_coding	1.3	3.7	7.9	0.0049	0.026
ENSG00000177830	11	9.6	25	CHID1	protein_coding	1.3	3.9	7.9	0.0049	0.026
ENSG00000186395	6.7	9.3	20	KRT10	protein_coding	1.3	3.6	7.9	0.005	0.026
ENSG00000230513	7.5	8.4	2.2	THAP7-AS1	antisense_RNA	-1.8	2.6	8	0.0048	0.026
ENSG00000277791	290	270	110	PSMB3	protein_coding	-1.3	7.8	7.9	0.0049	0.026
ENSG00000067221	3.6	4.3	12	STOML1	protein_coding	1.6	2.7	7.8	0.0051	0.027
ENSG00000068489	200	260	93	PRR11	protein_coding	-1.3	7.5	7.8	0.0051	0.027
ENSG00000075218	110	190	62	GTSE1	protein_coding	-1.3	6.9	7.8	0.0052	0.027
ENSG00000100650	430	420	170	SRSF5	protein_coding	-1.3	8.4	7.9	0.0051	0.027
ENSG00000102786	20	8.7	33	INTS6	protein_coding	1.2	4.4	7.8	0.0051	0.027
ENSG00000106105	470	600	210	GARS	protein_coding	-1.4	8.7	7.8	0.0052	0.027
ENSG00000112655	40	46	93	PTK7	protein_coding	1.1	5.9	7.9	0.005	0.027
ENSG00000113391	13	13	31	FAM172A	protein_coding	1.2	4.3	7.8	0.0052	0.027
ENSG00000113851	13	7.2	24	CRBN	protein_coding	1.3	3.9	7.8	0.0052	0.027
ENSG00000124532	28	20	53	MRS2	protein_coding	1.2	5.1	7.9	0.005	0.027
ENSG00000129518	65	47	24	EAPP	protein_coding	-1.2	5.5	7.8	0.0051	0.027
ENSG00000132196	12	20	5.6	HSD17B7	protein_coding	-1.5	3.6	7.8	0.0052	0.027
ENSG00000133657	71	93	180	ATP13A3	protein_coding	1.2	6.9	7.8	0.0052	0.027
ENSG00000137817	82	84	36	PARP6	protein_coding	-1.2	6.1	7.8	0.0052	0.027
ENSG00000147854	18	12	34	UHRF2	protein_coding	1.2	4.4	7.9	0.0051	0.027
ENSG00000152147	72	46	26	GEMIN6	protein_coding	-1.2	5.6	7.8	0.0051	0.027
ENSG00000160410	7.7	7.2	19	SHKBP1	protein_coding	1.4	3.5	7.8	0.0051	0.027
ENSG00000164346	330	150	97	NSA2	protein_coding	-1.3	7.6	7.8	0.0052	0.027
ENSG00000169871	64	72	30	TRIM56	protein_coding	-1.2	5.8	7.8	0.0052	0.027
ENSG00000171311	49	52	21	EXOSC1	protein_coding	-1.2	5.4	7.8	0.0051	0.027
ENSG00000177707	3.4	2.2	8.8	NECTIN3	protein_coding	1.6	2.3	7.9	0.005	0.027
ENSG00000177879	13	14	32	AP3S1	protein_coding	1.2	4.3	7.9	0.005	0.027
ENSG00000181191	84	100	39	PJA1	protein_coding	-1.2	6.2	7.9	0.005	0.027
ENSG00000186472	100	110	45	PCLO	protein_coding	-1.2	6.4	7.9	0.005	0.027
ENSG00000196361	290	350	130	ELAVL3	protein_coding	-1.3	8	7.9	0.0051	0.027
ENSG00000197568	12	5.1	2.5	HHLA3	protein_coding	-1.8	2.7	7.9	0.0051	0.027
ENSG00000213719	220	260	97	CLIC1	protein_coding	-1.3	7.6	7.8	0.0051	0.027
ENSG00000241472	3.9	1.5	8.6	PTPRG-AS1	processed_transcript	1.6	2.3	7.8	0.0052	0.027
ENSG00000242372	23	18	47	EIF6	protein_coding	1.2	4.9	7.9	0.0051	0.027
ENSG00000260918	3.6	3.1	10	AC107398.3	sense_overlapping	1.6	2.5	7.9	0.005	0.027
ENSG00000261221	3.3	3.2	9.8	ZNF865	protein_coding	1.6	2.5	7.9	0.005	0.027
ENSG00000265808	22	21	48	SEC22B	protein_coding	1.2	4.9	7.9	0.0051	0.027
ENSG00000003056	170	210	78	M6PR	protein_coding	-1.3	7.3	7.7	0.0054	0.028
ENSG00000062598	37	66	22	ELMO2	protein_coding	-1.2	5.4	7.8	0.0053	0.028
ENSG00000069667	4.7	2.9	11	RORA	protein_coding	1.6	2.7	7.8	0.0054	0.028
ENSG00000075340	120	170	60	ADD2	protein_coding	-1.3	6.9	7.8	0.0053	0.028
ENSG00000085511	79	78	34	MAP3K4	protein_coding	-1.2	6	7.7	0.0055	0.028
ENSG00000096093	7.5	4.4	16	EFHC1	protein_coding	1.4	3.2	7.7	0.0054	0.028
ENSG00000100523	28	20	53	DDHD1	protein_coding	1.1	5.1	7.7	0.0055	0.028
ENSG00000100814	64	28	98	CCNB1IP1	protein_coding	1.1	6	7.7	0.0055	0.028
ENSG00000105723	120	100	46	GSK3A	protein_coding	-1.2	6.4	7.8	0.0053	0.028
ENSG00000109255	4.6	2.5	11	NMU	protein_coding	1.6	2.6	7.7	0.0054	0.028
ENSG00000111912	220	310	110	NCOA7	protein_coding	-1.3	7.7	7.7	0.0054	0.028
ENSG00000114316	65	73	31	USP4	protein_coding	-1.2	5.8	7.7	0.0055	0.028
ENSG00000114473	11	8.8	3.1	IQCG	protein_coding	-1.7	3	7.8	0.0054	0.028
ENSG00000114902	29	19	53	SPCS1	protein_coding	1.1	5.1	7.7	0.0055	0.028
ENSG00000115365	92	94	210	LANCL1	protein_coding	1.2	7	7.7	0.0055	0.028
ENSG00000120733	190	270	95	KDM3B	protein_coding	-1.3	7.5	7.7	0.0054	0.028
ENSG00000122705	230	230	95	CLTA	protein_coding	-1.3	7.5	7.7	0.0055	0.028
ENSG00000128708	15	18	38	HAT1	protein_coding	1.2	4.6	7.7	0.0054	0.028
ENSG00000131370	15	27	8	SH3BP5	protein_coding	-1.4	4.1	7.8	0.0053	0.028
ENSG00000138942	47	41	19	RNF185	protein_coding	-1.3	5.2	7.8	0.0053	0.028
ENSG00000141002	91	130	47	TCF25	protein_coding	-1.2	6.5	7.7	0.0054	0.028
ENSG00000145362	180	300	97	ANK2	protein_coding	-1.3	7.6	7.8	0.0053	0.028
ENSG00000154639	13	2.9	20	CXADR	protein_coding	1.3	3.6	7.7	0.0054	0.028
ENSG00000163655	80	61	160	GMPS	protein_coding	1.1	6.6	7.7	0.0054	0.028
ENSG00000166199	24	23	9.2	ALKBH3	protein_coding	-1.4	4.2	7.7	0.0054	0.028
ENSG00000168282	36	21	63	MGAT2	protein_coding	1.1	5.3	7.8	0.0053	0.028
ENSG00000170185	21	19	45	USP38	protein_coding	1.2	4.8	7.7	0.0055	0.028
ENSG00000197372	8.4	4.6	17	ZNF675	protein_coding	1.4	3.3	7.7	0.0055	0.028
ENSG00000198818	3.8	3.6	11	SFT2D1	protein_coding	1.6	2.7	7.7	0.0054	0.028
ENSG00000214944	27	47	15	ARHGEF28	protein_coding	-1.3	4.9	7.7	0.0054	0.028
ENSG00000233369	11	8.5	3	GTF2IP4	transcribed_processed_pseudogene	-1.7	2.9	7.7	0.0054	0.028
ENSG00000069849	71	66	150	ATP1B3	protein_coding	1.1	6.6	7.6	0.0058	0.029
ENSG00000069943	2.8	2.6	8.4	PIGB	protein_coding	1.6	2.3	7.7	0.0056	0.029
ENSG00000074855	3.2	4.3	11	ANO8	protein_coding	1.6	2.7	7.6	0.0057	0.029
ENSG00000092201	1000	1300	440	SUPT16H	protein_coding	-1.4	9.8	7.6	0.0057	0.029
ENSG00000100911	110	110	47	PSME2	protein_coding	-1.2	6.5	7.6	0.0058	0.029
ENSG00000103415	60	97	35	HMOX2	protein_coding	-1.2	6	7.6	0.0058	0.029
ENSG00000105325	13	17	34	FZR1	protein_coding	1.2	4.4	7.6	0.0058	0.029
ENSG00000116171	23	22	50	SCP2	protein_coding	1.2	5	7.6	0.0057	0.029
ENSG00000125967	7.6	8.3	20	NECAB3	protein_coding	1.3	3.6	7.6	0.0057	0.029
ENSG00000128699	39	29	72	ORMDL1	protein_coding	1.1	5.5	7.6	0.0058	0.029
ENSG00000133313	52	86	30	CNDP2	protein_coding	-1.2	5.8	7.7	0.0055	0.029
ENSG00000135525	29	32	12	MAP7	protein_coding	-1.3	4.6	7.6	0.0057	0.029
ENSG00000138468	9.5	16	30	SENP7	protein_coding	1.2	4.2	7.6	0.0057	0.029
ENSG00000147383	40	53	20	NSDHL	protein_coding	-1.2	5.2	7.7	0.0057	0.029
ENSG00000151806	24	19	47	GUF1	protein_coding	1.2	4.9	7.7	0.0056	0.029
ENSG00000155506	590	1000	310	LARP1	protein_coding	-1.4	9.3	7.7	0.0056	0.029
ENSG00000160408	20	16	41	ST6GALNAC6	protein_coding	1.2	4.7	7.7	0.0056	0.029
ENSG00000165916	120	230	73	PSMC3	protein_coding	-1.3	7.2	7.6	0.0057	0.029
ENSG00000175470	59	66	27	PPP2R2D	protein_coding	-1.2	5.7	7.6	0.0057	0.029
ENSG00000177054	7.9	4.1	16	ZDHHC13	protein_coding	1.4	3.3	7.6	0.0057	0.029
ENSG00000178951	47	44	19	ZBTB7A	protein_coding	-1.2	5.2	7.6	0.0057	0.029
ENSG00000189159	280	610	180	JPT1	protein_coding	-1.3	8.5	7.6	0.0057	0.029
ENSG00000198920	46	47	20	KIAA0753	protein_coding	-1.2	5.2	7.6	0.0057	0.029
ENSG00000204525	6.2	4.1	14	HLA-C	protein_coding	1.5	3.1	7.6	0.0057	0.029
ENSG00000234608	33	25	12	MAPKAPK5-AS1	lincRNA	-1.3	4.5	7.7	0.0057	0.029
ENSG00000240184	36	77	24	PCDHGC3	protein_coding	-1.2	5.5	7.7	0.0056	0.029
ENSG00000261786	23	46	14	AC006058.1	lincRNA	-1.3	4.8	7.6	0.0057	0.029
ENSG00000005339	86	160	53	CREBBP	protein_coding	-1.2	6.7	7.5	0.006	0.03
ENSG00000075568	53	77	29	TMEM131	protein_coding	-1.2	5.7	7.5	0.006	0.03
ENSG00000100154	49	96	32	TTC28	protein_coding	-1.2	5.9	7.5	0.006	0.03
ENSG00000101811	43	70	25	CSTF2	protein_coding	-1.2	5.5	7.6	0.0058	0.03
ENSG00000108506	18	17	39	INTS2	protein_coding	1.2	4.6	7.5	0.006	0.03
ENSG00000115053	4500	7000	2100	NCL	protein_coding	-1.5	12	7.6	0.0059	0.03
ENSG00000117597	140	170	63	DIEXF	protein_coding	-1.3	6.9	7.6	0.006	0.03
ENSG00000117598	25	17	48	PLPPR5	protein_coding	1.2	4.9	7.6	0.0059	0.03
ENSG00000119139	68	120	42	TJP2	protein_coding	-1.2	6.3	7.6	0.0058	0.03
ENSG00000121350	4	5.3	13	PYROXD1	protein_coding	1.5	2.9	7.5	0.006	0.03
ENSG00000123485	130	180	64	HJURP	protein_coding	-1.3	7	7.5	0.006	0.03
